NAME : input100_1.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 100 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 87 91
2 22 10
3 28 100
4 34 1
5 78 44
6 100 27
7 53 34
8 21 95
9 96 32
10 11 80
11 41 44
12 71 54
13 39 51
14 66 73
15 87 64
16 69 37
17 31 6
18 39 26
19 36 62
20 19 75
21 62 38
22 91 12
23 31 2
24 1 90
25 60 95
26 39 57
27 29 69
28 39 27
29 21 52
30 30 65
31 56 69
32 65 14
33 80 49
34 73 33
35 88 29
36 47 58
37 6 67
38 84 37
39 77 32
40 92 39
41 12 57
42 98 45
43 38 86
44 41 28
45 22 58
46 96 67
47 10 16
48 12 25
49 48 45
50 62 47
51 5 41
52 56 86
53 85 33
54 68 34
55 80 51
56 34 96
57 20 30
58 35 50
59 69 22
60 47 70
61 8 76
62 84 81
63 100 58
64 85 42
65 98 73
66 86 31
67 87 42
68 23 93
69 3 39
70 95 57
71 66 74
72 19 60
73 15 32
74 4 75
75 3 99
76 88 68
77 70 60
78 75 35
79 58 63
80 65 48
81 33 10
82 79 23
83 59 91
84 83 17
85 72 84
86 50 66
87 43 50
88 24 20
89 65 15
90 41 67
91 43 94
92 86 62
93 77 39
94 93 87
95 72 90
96 32 44
97 26 19
98 1 97
99 75 2
100 41 69
