NAME : input300_8.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 300 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 187 39
2 152 199
3 162 87
4 130 126
5 133 179
6 137 164
7 189 118
8 10 179
9 170 88
10 142 130
11 199 48
12 24 1
13 195 194
14 45 142
15 60 179
16 163 174
17 83 32
18 61 69
19 50 61
20 50 56
21 34 125
22 148 190
23 136 32
24 116 137
25 123 100
26 131 149
27 141 35
28 82 31
29 101 98
30 148 5
31 49 39
32 158 49
33 152 30
34 37 11
35 187 168
36 181 16
37 118 71
38 28 141
39 35 121
40 87 187
41 185 148
42 39 185
43 176 183
44 72 60
45 173 184
46 128 153
47 39 13
48 103 64
49 49 103
50 145 167
51 2 189
52 99 100
53 65 141
54 96 106
55 190 160
56 67 39
57 104 160
58 119 105
59 85 16
60 32 18
61 154 72
62 72 105
63 31 151
64 13 148
65 139 180
66 178 29
67 87 100
68 38 25
69 176 197
70 99 180
71 81 6
72 152 134
73 88 8
74 129 31
75 15 72
76 82 6
77 195 93
78 148 76
79 164 1
80 90 117
81 23 85
82 43 8
83 182 131
84 194 31
85 51 53
86 112 105
87 76 133
88 198 36
89 19 85
90 33 149
91 96 49
92 107 192
93 36 199
94 5 57
95 97 166
96 113 66
97 99 1
98 49 139
99 37 73
100 20 168
101 59 47
102 177 122
103 169 80
104 89 166
105 94 130
106 90 49
107 67 89
108 71 46
109 86 163
110 156 32
111 63 187
112 122 155
113 144 98
114 38 27
115 121 105
116 24 99
117 196 146
118 126 176
119 34 139
120 3 60
121 146 172
122 184 165
123 44 175
124 77 183
125 4 179
126 179 105
127 118 84
128 6 199
129 170 111
130 30 124
131 67 84
132 102 142
133 49 9
134 41 26
135 144 71
136 110 3
137 141 26
138 151 77
139 166 124
140 62 178
141 4 140
142 167 140
143 62 175
144 13 197
145 24 68
146 41 102
147 93 5
148 3 44
149 197 134
150 154 135
151 174 138
152 68 30
153 94 189
154 59 37
155 116 120
156 179 83
157 191 161
158 95 164
159 53 94
160 188 65
161 115 181
162 2 181
163 108 123
164 113 82
165 148 40
166 81 125
167 193 187
168 114 41
169 166 172
170 116 187
171 174 34
172 126 34
173 124 166
174 69 116
175 79 119
176 144 108
177 46 1
178 192 19
179 192 178
180 27 115
181 200 199
182 179 197
183 98 180
184 66 14
185 43 185
186 9 76
187 77 73
188 11 134
189 172 77
190 143 79
191 173 125
192 114 63
193 82 77
194 125 158
195 167 12
196 183 92
197 27 147
198 92 149
199 118 126
200 90 194
201 51 156
202 97 133
203 36 105
204 79 186
205 159 14
206 178 130
207 125 113
208 82 87
209 127 55
210 69 61
211 164 99
212 190 184
213 8 15
214 174 160
215 161 165
216 114 101
217 44 174
218 93 38
219 187 158
220 115 142
221 182 141
222 125 92
223 59 199
224 148 41
225 97 142
226 104 188
227 145 193
228 180 38
229 150 177
230 125 16
231 40 2
232 171 74
233 121 46
234 50 92
235 189 122
236 94 136
237 52 118
238 131 106
239 179 172
240 70 171
241 172 144
242 169 115
243 5 22
244 66 108
245 90 103
246 124 10
247 126 41
248 82 16
249 2 183
250 148 76
251 65 186
252 78 112
253 13 59
254 70 178
255 144 141
256 53 37
257 194 3
258 120 114
259 68 158
260 86 17
261 76 85
262 147 50
263 100 101
264 102 3
265 61 74
266 36 165
267 74 128
268 107 163
269 146 93
270 177 75
271 8 79
272 176 72
273 184 5
274 111 99
275 195 53
276 93 136
277 25 133
278 9 178
279 170 104
280 147 167
281 103 58
282 80 12
283 65 137
284 88 33
285 137 65
286 199 4
287 8 106
288 188 133
289 25 142
290 146 129
291 187 1
292 47 118
293 21 41
294 18 30
295 157 60
296 159 130
297 11 56
298 165 106
299 126 156
300 137 18
