NAME : input200_1.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 200 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 11 176
2 29 117
3 67 39
4 169 85
5 23 7
6 24 10
7 44 181
8 100 149
9 113 39
10 68 159
11 101 167
12 174 64
13 26 43
14 14 65
15 30 139
16 33 167
17 47 76
18 84 144
19 127 15
20 173 70
21 86 132
22 128 150
23 21 76
24 153 130
25 102 166
26 115 27
27 66 145
28 71 160
29 82 45
30 137 94
31 165 50
32 178 132
33 115 30
34 15 144
35 26 89
36 4 140
37 187 199
38 165 28
39 66 172
40 80 19
41 183 11
42 168 100
43 113 105
44 191 77
45 105 94
46 63 198
47 45 199
48 80 171
49 156 75
50 135 139
51 143 151
52 175 86
53 3 124
54 61 41
55 155 172
56 97 192
57 92 105
58 8 11
59 168 81
60 16 61
61 121 40
62 98 33
63 176 109
64 68 119
65 109 95
66 146 28
67 1 184
68 150 10
69 79 72
70 69 149
71 44 52
72 76 27
73 109 35
74 81 143
75 72 69
76 82 15
77 157 78
78 166 34
79 16 76
80 124 159
81 54 120
82 82 182
83 123 53
84 126 145
85 36 115
86 61 75
87 73 89
88 189 196
89 19 67
90 12 10
91 112 108
92 5 22
93 167 132
94 104 74
95 189 199
96 17 48
97 193 107
98 68 33
99 191 199
100 76 35
101 151 179
102 128 15
103 30 63
104 168 97
105 73 171
106 55 87
107 114 110
108 135 110
109 15 18
110 132 55
111 138 106
112 5 148
113 15 115
114 156 21
115 171 199
116 54 100
117 130 138
118 8 154
119 163 184
120 183 91
121 108 78
122 152 62
123 151 172
124 180 151
125 24 149
126 160 48
127 54 40
128 87 21
129 196 51
130 61 162
131 84 26
132 197 107
133 190 87
134 86 38
135 89 22
136 163 37
137 8 57
138 190 156
139 154 41
140 127 83
141 89 196
142 113 18
143 63 151
144 6 16
145 155 70
146 83 12
147 136 83
148 34 80
149 143 126
150 32 187
151 169 44
152 108 102
153 114 84
154 70 79
155 98 38
156 84 39
157 142 82
158 110 121
159 46 112
160 137 139
161 21 188
162 171 100
163 80 78
164 73 51
165 124 191
166 143 46
167 47 131
168 64 69
169 152 129
170 99 181
171 175 50
172 135 64
173 75 128
174 70 81
175 143 134
176 141 41
177 105 149
178 162 193
179 85 198
180 14 172
181 160 85
182 90 33
183 99 53
184 57 37
185 58 196
186 71 140
187 138 37
188 60 145
189 58 49
190 164 75
191 4 14
192 14 181
193 29 8
194 121 129
195 63 87
196 185 27
197 71 49
198 75 9
199 95 62
200 106 51
