NAME : input200_5.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 200 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 76 35
2 178 32
3 41 123
4 77 98
5 79 7
6 171 26
7 150 78
8 24 150
9 68 29
10 165 114
11 124 118
12 73 82
13 79 38
14 127 181
15 165 191
16 159 187
17 68 22
18 158 66
19 186 53
20 20 186
21 39 52
22 21 77
23 5 162
24 107 158
25 118 132
26 134 105
27 140 56
28 54 43
29 112 112
30 41 66
31 46 146
32 185 192
33 73 17
34 74 128
35 189 188
36 142 62
37 55 101
38 180 121
39 67 66
40 159 5
41 170 193
42 188 182
43 80 14
44 142 21
45 90 79
46 150 187
47 31 117
48 156 184
49 76 176
50 191 142
51 189 81
52 21 118
53 156 197
54 2 87
55 43 196
56 176 93
57 36 157
58 96 194
59 152 199
60 139 48
61 135 50
62 70 65
63 101 138
64 155 77
65 77 168
66 148 17
67 66 28
68 189 20
69 84 146
70 152 60
71 31 175
72 150 182
73 197 155
74 109 77
75 153 94
76 115 158
77 176 15
78 10 57
79 187 123
80 104 178
81 10 107
82 169 184
83 71 147
84 146 196
85 171 65
86 72 58
87 148 5
88 197 123
89 98 174
90 69 119
91 11 156
92 169 10
93 47 150
94 73 57
95 92 12
96 101 143
97 11 194
98 146 6
99 97 133
100 196 11
101 138 130
102 154 139
103 48 103
104 156 133
105 54 75
106 141 194
107 66 125
108 190 155
109 19 166
110 163 200
111 167 10
112 147 12
113 49 154
114 51 8
115 137 107
116 199 2
117 8 194
118 98 96
119 11 34
120 17 174
121 155 55
122 191 35
123 85 80
124 191 71
125 97 168
126 109 5
127 42 69
128 149 131
129 58 60
130 174 111
131 41 52
132 179 101
133 178 113
134 184 142
135 109 101
136 112 11
137 159 60
138 124 160
139 31 12
140 116 95
141 75 41
142 179 40
143 98 115
144 196 33
145 96 25
146 60 23
147 60 23
148 167 150
149 67 180
150 46 103
151 93 174
152 19 198
153 58 20
154 77 175
155 16 180
156 40 6
157 154 100
158 93 178
159 198 1
160 149 120
161 43 114
162 135 69
163 140 137
164 122 134
165 101 174
166 113 127
167 197 14
168 149 184
169 157 125
170 42 64
171 50 172
172 154 169
173 68 20
174 57 157
175 152 102
176 137 7
177 117 199
178 132 27
179 130 69
180 75 127
181 46 70
182 100 20
183 154 56
184 36 198
185 196 52
186 90 89
187 184 47
188 135 63
189 58 183
190 157 87
191 5 77
192 21 81
193 25 13
194 41 14
195 69 146
196 198 81
197 8 190
198 56 33
199 115 37
200 54 115
