NAME : input300_10.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 300 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 10 108
2 56 179
3 76 141
4 5 33
5 29 111
6 51 171
7 118 99
8 191 24
9 161 116
10 76 38
11 8 143
12 153 76
13 27 84
14 101 50
15 32 16
16 146 22
17 102 4
18 28 126
19 31 189
20 71 19
21 92 24
22 84 84
23 110 188
24 196 154
25 178 43
26 53 185
27 123 148
28 92 174
29 73 141
30 132 42
31 36 133
32 35 128
33 126 32
34 26 95
35 12 85
36 167 154
37 51 76
38 190 132
39 139 120
40 106 162
41 118 93
42 137 64
43 137 63
44 192 174
45 192 167
46 26 137
47 40 161
48 49 28
49 65 166
50 10 145
51 106 166
52 14 80
53 199 120
54 45 54
55 152 169
56 199 47
57 149 170
58 71 34
59 148 148
60 193 187
61 170 5
62 199 156
63 68 152
64 117 199
65 130 150
66 144 64
67 83 71
68 81 95
69 5 73
70 84 6
71 143 87
72 188 103
73 18 188
74 43 69
75 145 116
76 81 139
77 16 200
78 192 144
79 162 82
80 3 197
81 140 140
82 188 29
83 188 138
84 165 165
85 86 37
86 101 82
87 39 72
88 137 60
89 192 155
90 125 16
91 50 172
92 38 53
93 89 18
94 53 47
95 139 77
96 115 173
97 22 15
98 159 189
99 101 103
100 144 187
101 137 32
102 24 89
103 200 35
104 145 105
105 177 9
106 194 36
107 129 104
108 121 159
109 127 46
110 189 112
111 45 38
112 33 70
113 92 61
114 65 7
115 98 134
116 117 79
117 181 1
118 179 100
119 92 64
120 14 59
121 123 55
122 11 183
123 169 87
124 75 23
125 107 81
126 159 74
127 100 39
128 22 1
129 6 192
130 124 199
131 131 55
132 169 154
133 95 185
134 197 175
135 54 182
136 112 180
137 164 92
138 69 174
139 68 133
140 87 193
141 54 148
142 123 190
143 165 160
144 148 145
145 109 30
146 2 64
147 178 189
148 39 6
149 178 138
150 9 4
151 39 50
152 99 66
153 153 191
154 13 169
155 127 17
156 69 64
157 108 105
158 132 70
159 43 50
160 103 76
161 45 87
162 90 107
163 36 13
164 186 12
165 41 51
166 110 25
167 183 77
168 129 198
169 96 45
170 188 55
171 45 198
172 58 126
173 164 82
174 5 149
175 141 151
176 34 119
177 123 126
178 46 137
179 168 19
180 123 184
181 149 193
182 184 56
183 188 103
184 26 71
185 91 116
186 143 180
187 195 121
188 68 64
189 155 24
190 42 183
191 45 33
192 130 28
193 47 42
194 175 112
195 114 118
196 156 135
197 72 70
198 107 191
199 112 84
200 195 99
201 49 7
202 127 45
203 78 199
204 148 41
205 6 22
206 45 198
207 15 116
208 108 36
209 93 45
210 112 73
211 128 185
212 143 156
213 164 5
214 34 165
215 171 11
216 161 11
217 162 175
218 54 196
219 57 171
220 108 174
221 188 1
222 106 81
223 44 180
224 84 164
225 194 88
226 116 190
227 119 176
228 31 102
229 40 193
230 172 136
231 121 7
232 62 125
233 103 109
234 34 176
235 100 182
236 6 34
237 33 17
238 17 132
239 164 57
240 20 100
241 77 97
242 134 194
243 185 42
244 1 20
245 1 151
246 160 86
247 111 79
248 97 85
249 39 87
250 14 41
251 142 171
252 188 163
253 188 58
254 193 102
255 52 17
256 141 200
257 105 148
258 160 146
259 8 180
260 114 181
261 128 175
262 46 122
263 75 94
264 161 153
265 9 32
266 76 103
267 168 90
268 105 151
269 162 117
270 132 102
271 115 185
272 131 155
273 7 171
274 76 177
275 137 64
276 77 99
277 93 61
278 156 4
279 86 126
280 173 179
281 118 117
282 182 9
283 38 33
284 57 88
285 182 193
286 50 131
287 119 36
288 106 79
289 123 122
290 116 72
291 47 125
292 151 100
293 127 10
294 118 63
295 143 59
296 190 115
297 102 140
298 164 127
299 109 193
300 58 188
