NAME : input100_10.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 100 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 46 9
2 9 97
3 81 67
4 100 83
5 78 26
6 57 6
7 8 44
8 72 78
9 25 7
10 89 88
11 94 50
12 38 16
13 95 91
14 71 11
15 5 72
16 57 100
17 82 95
18 6 23
19 44 55
20 54 15
21 82 95
22 78 24
23 80 95
24 27 57
25 100 82
26 18 20
27 63 47
28 74 87
29 98 36
30 55 1
31 59 93
32 5 73
33 12 78
34 7 33
35 9 60
36 93 2
37 1 59
38 72 69
39 67 58
40 7 10
41 68 77
42 57 1
43 22 50
44 76 70
45 99 17
46 73 31
47 36 11
48 18 38
49 77 47
50 85 18
51 59 24
52 7 29
53 88 31
54 3 70
55 14 67
56 29 12
57 67 90
58 24 53
59 87 44
60 67 28
61 69 43
62 9 52
63 44 78
64 39 30
65 35 25
66 78 68
67 77 12
68 33 31
69 35 24
70 31 41
71 87 41
72 30 8
73 9 11
74 87 51
75 43 16
76 52 53
77 18 99
78 97 53
79 7 81
80 23 94
81 43 77
82 97 33
83 45 48
84 15 36
85 32 11
86 39 43
87 44 3
88 75 38
89 25 43
90 79 17
91 2 79
92 49 35
93 82 53
94 48 42
95 3 96
96 46 32
97 42 19
98 11 82
99 22 60
100 3 80
