NAME : input100_8.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 100 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 82 98
2 28 25
3 38 52
4 55 32
5 34 83
6 72 60
7 68 13
8 12 78
9 7 35
10 23 56
11 42 36
12 44 96
13 100 97
14 68 79
15 32 53
16 89 96
17 30 51
18 29 25
19 33 73
20 21 42
21 55 98
22 94 99
23 31 73
24 62 81
25 2 19
26 97 43
27 24 85
28 20 59
29 42 25
30 87 66
31 93 100
32 68 73
33 100 89
34 99 68
35 31 68
36 7 19
37 1 18
38 68 10
39 54 13
40 85 86
41 27 42
42 84 83
43 72 26
44 1 4
45 74 80
46 36 100
47 21 92
48 94 99
49 97 54
50 91 13
51 41 23
52 77 71
53 22 94
54 89 81
55 84 28
56 5 20
57 49 31
58 95 70
59 97 79
60 41 37
61 17 78
62 51 16
63 14 12
64 71 70
65 60 63
66 86 43
67 12 17
68 51 97
69 90 52
70 19 46
71 30 74
72 14 75
73 93 57
74 82 55
75 11 87
76 7 63
77 41 45
78 7 44
79 47 9
80 56 43
81 24 71
82 33 4
83 37 30
84 42 6
85 62 4
86 90 86
87 44 36
88 78 88
89 21 91
90 38 28
91 39 23
92 91 71
93 63 59
94 76 25
95 48 49
96 35 63
97 3 99
98 77 19
99 21 34
100 30 40
