NAME : input300_7.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 300 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 86 79
2 42 183
3 163 96
4 47 194
5 63 75
6 14 164
7 192 122
8 86 144
9 176 191
10 196 101
11 176 182
12 179 180
13 137 177
14 143 123
15 54 146
16 71 90
17 122 178
18 31 7
19 87 39
20 5 154
21 41 56
22 161 120
23 31 11
24 95 64
25 166 55
26 187 102
27 19 109
28 130 53
29 23 195
30 169 112
31 20 16
32 134 76
33 177 189
34 35 157
35 74 97
36 9 97
37 194 75
38 3 66
39 12 104
40 59 64
41 42 58
42 106 175
43 93 72
44 127 74
45 141 44
46 195 156
47 173 124
48 152 1
49 147 45
50 6 85
51 163 116
52 153 62
53 179 100
54 44 83
55 18 150
56 193 21
57 124 100
58 135 90
59 72 197
60 39 90
61 159 7
62 160 159
63 22 142
64 179 30
65 198 142
66 9 52
67 76 77
68 95 139
69 50 124
70 99 131
71 3 13
72 161 58
73 65 111
74 61 161
75 157 23
76 150 30
77 19 174
78 99 23
79 134 115
80 74 161
81 94 198
82 119 31
83 79 83
84 111 55
85 86 152
86 43 113
87 101 120
88 45 153
89 109 153
90 146 68
91 41 94
92 41 92
93 152 160
94 155 160
95 137 40
96 72 101
97 125 10
98 196 167
99 159 127
100 68 174
101 89 27
102 20 133
103 89 132
104 60 157
105 124 57
106 177 81
107 130 93
108 76 35
109 37 31
110 112 33
111 190 47
112 169 42
113 139 38
114 90 64
115 23 146
116 31 168
117 200 150
118 195 103
119 180 93
120 153 119
121 47 143
122 178 182
123 194 38
124 83 58
125 119 104
126 165 85
127 184 126
128 189 52
129 95 191
130 181 94
131 69 114
132 36 86
133 22 193
134 83 66
135 74 135
136 37 102
137 145 42
138 15 138
139 197 21
140 105 78
141 91 168
142 102 18
143 52 132
144 49 163
145 173 172
146 164 130
147 5 13
148 154 13
149 72 183
150 157 191
151 1 182
152 107 182
153 64 15
154 149 44
155 149 182
156 148 62
157 76 8
158 157 155
159 90 16
160 52 131
161 171 140
162 28 24
163 163 118
164 199 162
165 65 21
166 149 164
167 118 53
168 22 86
169 126 146
170 15 17
171 9 159
172 82 123
173 54 63
174 91 57
175 8 197
176 13 41
177 32 80
178 178 12
179 11 50
180 108 68
181 181 140
182 12 183
183 2 44
184 18 76
185 18 164
186 169 10
187 56 57
188 75 70
189 11 133
190 74 4
191 47 175
192 95 54
193 103 47
194 180 3
195 112 127
196 63 42
197 3 91
198 61 46
199 184 187
200 69 99
201 174 165
202 102 1
203 35 50
204 104 132
205 10 20
206 52 17
207 112 91
208 158 60
209 117 59
210 34 55
211 35 123
212 28 182
213 130 68
214 92 56
215 188 172
216 100 122
217 113 38
218 161 185
219 121 5
220 119 60
221 160 145
222 19 45
223 157 117
224 22 34
225 85 74
226 172 153
227 115 182
228 36 152
229 83 20
230 171 40
231 191 63
232 21 152
233 107 11
234 97 151
235 116 168
236 25 70
237 100 74
238 58 126
239 16 93
240 200 137
241 146 97
242 75 15
243 24 108
244 21 11
245 174 3
246 106 177
247 119 82
248 198 96
249 158 188
250 111 164
251 162 156
252 118 30
253 106 60
254 186 188
255 124 56
256 14 134
257 197 102
258 21 57
259 48 186
260 135 185
261 38 148
262 137 165
263 10 26
264 117 109
265 60 28
266 19 116
267 193 80
268 76 130
269 58 182
270 91 47
271 192 127
272 5 199
273 11 95
274 28 173
275 64 98
276 90 69
277 119 23
278 151 74
279 52 18
280 143 6
281 56 23
282 122 147
283 146 122
284 3 63
285 194 15
286 33 3
287 69 136
288 143 99
289 149 38
290 21 116
291 146 11
292 50 137
293 92 81
294 18 87
295 175 10
296 134 188
297 112 124
298 135 4
299 152 94
300 85 53
