NAME : input300_2.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 300 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 103 20
2 200 21
3 134 155
4 199 101
5 64 27
6 95 8
7 9 163
8 97 13
9 41 49
10 142 167
11 197 144
12 144 94
13 197 29
14 3 23
15 181 149
16 132 16
17 14 63
18 5 65
19 84 197
20 190 116
21 39 66
22 135 56
23 192 161
24 152 75
25 9 91
26 107 105
27 99 158
28 187 82
29 36 68
30 85 141
31 15 200
32 154 72
33 45 80
34 14 76
35 27 48
36 115 1
37 121 65
38 118 89
39 195 122
40 143 1
41 137 125
42 98 20
43 196 18
44 5 43
45 193 115
46 74 124
47 87 160
48 75 101
49 42 112
50 70 117
51 176 12
52 87 107
53 62 37
54 136 109
55 130 168
56 44 31
57 125 52
58 125 101
59 182 114
60 60 1
61 198 157
62 73 137
63 101 29
64 130 10
65 142 51
66 147 87
67 9 128
68 129 65
69 94 183
70 189 189
71 80 126
72 6 24
73 124 36
74 166 43
75 92 130
76 70 21
77 195 50
78 164 31
79 99 104
80 119 154
81 130 5
82 198 153
83 184 29
84 73 136
85 59 106
86 48 97
87 164 22
88 106 190
89 75 3
90 12 177
91 111 17
92 6 146
93 189 117
94 88 90
95 105 149
96 80 7
97 113 73
98 117 181
99 155 92
100 129 106
101 104 79
102 49 105
103 25 26
104 6 161
105 87 129
106 68 184
107 49 30
108 72 117
109 156 70
110 74 170
111 149 145
112 25 178
113 42 123
114 131 102
115 5 83
116 55 141
117 72 195
118 143 193
119 78 70
120 52 88
121 34 125
122 7 54
123 40 95
124 185 14
125 191 151
126 140 86
127 138 53
128 102 53
129 189 5
130 55 54
131 44 155
132 28 186
133 121 91
134 103 32
135 24 31
136 24 20
137 182 122
138 130 87
139 23 49
140 160 110
141 35 40
142 122 188
143 177 38
144 151 25
145 20 185
146 183 11
147 115 88
148 192 10
149 58 113
150 176 131
151 168 28
152 133 149
153 109 168
154 114 47
155 96 32
156 30 180
157 54 101
158 23 85
159 31 85
160 97 147
161 137 26
162 64 120
163 191 35
164 191 38
165 156 158
166 153 185
167 173 169
168 23 153
169 21 1
170 95 79
171 63 83
172 14 122
173 156 48
174 102 184
175 125 118
176 110 184
177 142 182
178 70 66
179 130 35
180 187 87
181 54 183
182 39 20
183 53 43
184 151 66
185 16 106
186 124 138
187 146 105
188 53 87
189 155 152
190 92 89
191 103 3
192 136 142
193 13 51
194 158 120
195 13 20
196 100 181
197 140 73
198 153 63
199 142 111
200 76 64
201 145 13
202 184 83
203 74 85
204 33 5
205 70 112
206 34 81
207 126 11
208 36 176
209 93 189
210 22 14
211 27 32
212 168 126
213 176 27
214 152 179
215 167 86
216 21 125
217 70 29
218 117 11
219 157 102
220 157 140
221 174 79
222 44 141
223 190 152
224 169 15
225 32 7
226 45 15
227 58 118
228 133 173
229 149 159
230 48 57
231 40 143
232 134 121
233 189 167
234 123 26
235 30 198
236 35 62
237 132 93
238 17 8
239 148 52
240 193 167
241 189 70
242 86 110
243 48 83
244 52 149
245 54 19
246 29 172
247 158 174
248 15 96
249 164 46
250 85 26
251 144 180
252 186 80
253 11 97
254 57 45
255 34 172
256 76 200
257 13 54
258 79 53
259 159 31
260 182 52
261 180 15
262 52 13
263 49 62
264 165 106
265 52 75
266 100 7
267 12 108
268 98 174
269 72 19
270 168 97
271 83 128
272 189 120
273 128 192
274 64 114
275 200 163
276 192 83
277 55 73
278 164 120
279 173 79
280 16 193
281 165 99
282 45 57
283 29 175
284 88 59
285 63 133
286 65 177
287 155 181
288 189 13
289 91 189
290 168 115
291 118 97
292 100 25
293 12 95
294 80 76
295 168 84
296 62 87
297 137 94
298 120 94
299 130 22
300 52 74
