NAME : input300_4.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 300 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 47 71
2 79 29
3 128 63
4 107 119
5 127 168
6 115 6
7 47 107
8 9 148
9 133 198
10 112 129
11 8 141
12 25 163
13 114 70
14 20 157
15 151 142
16 144 145
17 10 144
18 1 26
19 101 178
20 14 104
21 45 24
22 101 86
23 184 188
24 177 1
25 26 195
26 76 67
27 32 69
28 97 56
29 81 145
30 85 58
31 110 22
32 50 114
33 179 127
34 142 108
35 160 117
36 34 117
37 155 65
38 59 192
39 125 55
40 16 93
41 88 66
42 99 166
43 5 8
44 147 151
45 126 190
46 70 59
47 111 93
48 183 79
49 65 32
50 142 145
51 19 87
52 143 46
53 37 76
54 91 120
55 38 158
56 15 71
57 76 147
58 157 189
59 130 150
60 167 169
61 145 107
62 9 17
63 77 53
64 84 98
65 10 29
66 35 47
67 174 112
68 66 134
69 148 52
70 134 36
71 104 9
72 6 62
73 108 177
74 35 160
75 51 146
76 82 69
77 40 175
78 120 102
79 147 13
80 107 175
81 118 107
82 17 48
83 200 98
84 42 156
85 160 147
86 96 46
87 129 23
88 107 115
89 47 197
90 53 17
91 16 119
92 148 193
93 111 133
94 164 132
95 194 167
96 1 154
97 177 55
98 73 83
99 52 72
100 155 123
101 197 1
102 2 151
103 42 148
104 191 119
105 109 133
106 165 197
107 120 130
108 97 137
109 134 188
110 47 45
111 130 98
112 31 137
113 69 121
114 132 145
115 109 134
116 112 18
117 36 194
118 78 82
119 89 57
120 157 106
121 11 131
122 158 156
123 189 93
124 92 20
125 48 114
126 74 52
127 80 36
128 121 94
129 33 59
130 173 74
131 37 44
132 77 111
133 147 29
134 123 137
135 48 182
136 65 139
137 14 78
138 65 131
139 111 190
140 199 65
141 18 124
142 84 163
143 119 183
144 41 166
145 46 125
146 160 175
147 62 156
148 145 3
149 75 127
150 75 14
151 96 116
152 188 68
153 86 151
154 115 94
155 123 186
156 122 85
157 78 128
158 43 85
159 57 34
160 200 126
161 172 8
162 154 90
163 97 97
164 197 17
165 162 179
166 184 38
167 142 102
168 46 74
169 158 135
170 40 135
171 72 124
172 17 12
173 173 133
174 19 155
175 62 200
176 184 95
177 114 95
178 147 192
179 44 50
180 137 167
181 45 152
182 135 196
183 142 101
184 38 108
185 140 80
186 70 179
187 74 180
188 47 189
189 106 195
190 159 103
191 13 144
192 97 37
193 43 57
194 92 6
195 41 2
196 23 7
197 41 166
198 16 14
199 7 82
200 131 191
201 63 168
202 18 186
203 69 64
204 142 72
205 124 1
206 56 125
207 146 101
208 5 28
209 12 185
210 66 10
211 102 141
212 42 130
213 189 151
214 192 58
215 144 84
216 156 169
217 91 110
218 41 59
219 80 75
220 152 115
221 147 57
222 156 28
223 82 109
224 123 111
225 47 70
226 16 193
227 71 186
228 105 123
229 183 99
230 62 193
231 176 70
232 52 193
233 82 28
234 143 108
235 156 89
236 59 117
237 122 86
238 51 11
239 136 52
240 138 124
241 142 159
242 109 12
243 146 3
244 62 67
245 9 70
246 173 20
247 29 93
248 181 196
249 21 150
250 37 200
251 63 32
252 170 101
253 86 35
254 81 195
255 42 186
256 80 164
257 37 148
258 187 165
259 119 8
260 107 78
261 136 52
262 107 165
263 157 58
264 196 80
265 146 93
266 136 140
267 95 53
268 17 85
269 145 52
270 135 152
271 175 116
272 110 152
273 45 175
274 110 138
275 149 144
276 191 140
277 58 102
278 13 147
279 29 164
280 185 63
281 174 87
282 143 119
283 177 117
284 107 31
285 10 60
286 44 79
287 60 46
288 26 174
289 184 14
290 175 132
291 101 83
292 146 140
293 32 143
294 74 29
295 166 144
296 68 155
297 142 109
298 134 54
299 199 105
300 163 190
