NAME : input100_3.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 100 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 95 72
2 50 66
3 8 76
4 56 30
5 19 61
6 12 63
7 92 83
8 8 12
9 79 11
10 19 29
11 7 98
12 30 11
13 3 13
14 72 94
15 50 84
16 25 63
17 26 66
18 59 28
19 35 60
20 44 71
21 21 85
22 5 23
23 24 37
24 24 50
25 58 99
26 24 47
27 81 20
28 42 21
29 73 31
30 88 94
31 38 28
32 73 70
33 51 90
34 75 34
35 15 67
36 1 96
37 40 39
38 2 93
39 5 2
40 37 10
41 76 43
42 68 31
43 26 81
44 29 70
45 3 52
46 10 99
47 6 1
48 15 48
49 80 69
50 85 42
51 77 68
52 31 77
53 95 18
54 49 27
55 88 94
56 57 98
57 70 95
58 40 22
59 40 95
60 14 37
61 12 62
62 20 12
63 58 23
64 83 7
65 16 67
66 54 26
67 68 55
68 11 25
69 78 63
70 75 48
71 79 28
72 98 91
73 25 11
74 41 84
75 58 80
76 73 37
77 41 75
78 83 49
79 21 17
80 96 57
81 96 38
82 87 4
83 95 98
84 72 30
85 57 41
86 27 37
87 23 14
88 15 83
89 62 41
90 35 87
91 90 14
92 19 29
93 15 21
94 46 20
95 41 52
96 38 58
97 56 59
98 88 39
99 62 55
100 94 17
