NAME : input100_5.txt 
COMMENT : 
TYPE : 2D Metric Graph
DIMENSION : 100 
EDGE_WEIGHT_TYPE : Metric 2D
NODE_COORD_SECTION
1 58 54
2 52 38
3 49 91
4 18 86
5 81 68
6 85 57
7 43 46
8 17 42
9 77 52
10 15 83
11 23 34
12 93 6
13 15 41
14 2 91
15 97 40
16 42 16
17 24 56
18 32 73
19 55 63
20 80 21
21 51 50
22 46 85
23 44 47
24 65 89
25 51 20
26 89 22
27 79 77
28 10 50
29 64 10
30 40 59
31 50 61
32 23 83
33 49 54
34 39 9
35 2 35
36 7 26
37 80 26
38 96 39
39 53 56
40 43 85
41 6 63
42 11 82
43 100 19
44 36 88
45 72 31
46 95 47
47 15 7
48 99 2
49 38 90
50 24 92
51 39 48
52 78 86
53 39 99
54 35 86
55 74 96
56 24 49
57 57 17
58 89 90
59 15 12
60 43 4
61 96 22
62 31 31
63 2 96
64 91 17
65 22 47
66 16 45
67 30 78
68 42 49
69 5 78
70 87 70
71 72 6
72 81 62
73 26 18
74 70 92
75 69 87
76 7 7
77 60 18
78 28 56
79 23 28
80 85 74
81 58 100
82 30 37
83 27 97
84 46 74
85 99 94
86 69 31
87 89 100
88 64 67
89 60 100
90 60 75
91 8 17
92 61 36
93 28 87
94 47 63
95 18 29
96 33 76
97 68 54
98 30 55
99 56 40
100 76 53
